,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,retweeted_text_x,retweeted_text_y
249,249,Fri Mar 20 11:58:26 +0000 2020,1240970956480405506,1240970956480405506,We discussed why decarceral policies are a critical part of the response to COVID-19.  We must aggressively reduce our incarcerated population in order to avoid a potentially deadly outbreak across our city and state prisons. https://t.co/eQ5do6v8k3,False,"[0, 225]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1240866364077887488, 'id_str': '1240866364077887488', 'indices': [226, 249], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1240866364077887488/pu/img/0c0nvVKZy69X8zBq.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1240866364077887488/pu/img/0c0nvVKZy69X8zBq.jpg', 'url': 'https://t.co/eQ5do6v8k3', 'display_url': 'pic.twitter.com/eQ5do6v8k3', 'expanded_url': 'https://twitter.com/RepAOC/status/1240970956480405506/video/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 340, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 600, 'resize': 'fit'}, 'large': {'w': 1440, 'h': 720, 'resize': 'fit'}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2409709553227323e+18,1.2409709553227323e+18,1.0791045632805274e+18,1.0791045632805274e+18,RepAOC,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,4,41,False,False,False,en,,
250,250,Fri Mar 20 11:58:26 +0000 2020,1240970955322732545,1240970955322732545,"We recently held our first virtual town hall, with presentations on the Census and COVID-19 from experts at @nycHealthy, @NYCSchools, and the US &amp; NYC Census Bureau. Here are some of the highlights….",False,"[0, 203]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nycHealthy', 'name': 'nychealthy', 'id': 17997467, 'id_str': '17997467', 'indices': [108, 119]}, {'screen_name': 'NYCSchools', 'name': 'NYC Public Schools', 'id': 22049097, 'id_str': '22049097', 'indices': [121, 132]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,19,163,False,False,,en,,
251,251,Wed Mar 18 23:11:28 +0000 2020,1240415553921179648,1240415553921179648,"RT @NydiaVelazquez: @ICEgov, @CBP  &amp; @DHSgov have no plan for protecting immigrants during this health crisis. 

I joined with @RepAOC &amp; ot…",False,"[0, 148]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NydiaVelazquez', 'name': 'Rep. Nydia Velazquez', 'id': 164369297, 'id_str': '164369297', 'indices': [3, 18]}, {'screen_name': 'ICEgov', 'name': 'ICE', 'id': 39384517, 'id_str': '39384517', 'indices': [20, 27]}, {'screen_name': 'CBP', 'name': 'CBP', 'id': 16613128, 'id_str': '16613128', 'indices': [29, 33]}, {'screen_name': 'DHSgov', 'name': 'Homeland Security', 'id': 15647676, 'id_str': '15647676', 'indices': [41, 48]}, {'screen_name': 'RepAOC', 'name': 'Rep. Alexandria Ocasio-Cortez', 'id': 1079104563280527364, 'id_str': '1079104563280527364', 'indices': [131, 138]}], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,91,0,False,False,,en,,
252,252,Sun Mar 15 02:26:12 +0000 2020,1239015009545596932,1239015009545596932,"RT @RepPressley: Last week, @RepAOC @NydiaVelazquez  &amp; @RepRashida and I sent a letter to the Director of the Federal Bureau of Prisons dem…",False,"[0, 144]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RepPressley', 'name': 'Congresswoman Ayanna Pressley', 'id': 1080584229510172678, 'id_str': '1080584229510172678', 'indices': [3, 15]}, {'screen_name': 'RepAOC', 'name': 'Rep. Alexandria Ocasio-Cortez', 'id': 1079104563280527364, 'id_str': '1079104563280527364', 'indices': [28, 35]}, {'screen_name': 'NydiaVelazquez', 'name': 'Rep. Nydia Velazquez', 'id': 164369297, 'id_str': '164369297', 'indices': [36, 51]}, {'screen_name': 'RepRashida', 'name': 'Congresswoman Rashida Tlaib', 'id': 1079769536730140672, 'id_str': '1079769536730140672', 'indices': [59, 70]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,124,0,False,False,,en,,
253,253,Sat Mar 14 18:20:51 +0000 2020,1238892866421882881,1238892866421882881,"If you're having trouble with the Facebook live, you can also watch the town hall on Zoom. Sign up here: https://t.co/jRANOTeSOH https://t.co/EEOWoaHakJ",False,"[0, 128]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jRANOTeSOH', 'expanded_url': 'https://zoom.us/webinar/register/WN__ew-xc3CS6OGlyi4t-01FQ', 'display_url': 'zoom.us/webinar/regist…', 'indices': [105, 128]}, {'url': 'https://t.co/EEOWoaHakJ', 'expanded_url': 'https://twitter.com/AOC/status/1238889932552310787', 'display_url': 'twitter.com/AOC/status/123…', 'indices': [129, 152]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,True,18,75,False,False,False,en,,
254,254,Sat Mar 14 18:16:55 +0000 2020,1238891874632466433,1238891874632466433,"Our monthly town hall is underway. Join us for information on the Census and COVID-19. 

https://t.co/jRANOTeSOH",False,"[0, 112]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jRANOTeSOH', 'expanded_url': 'https://zoom.us/webinar/register/WN__ew-xc3CS6OGlyi4t-01FQ', 'display_url': 'zoom.us/webinar/regist…', 'indices': [89, 112]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,18,91,False,False,False,en,,
255,255,Sat Mar 14 15:30:19 +0000 2020,1238849951033155584,1238849951033155584,"Our monthly town hall is today! We'll be doing it virtually to protect the health of our most vulnerable communities. There will be presentations and Q&amp;A on the Census and COVID-19.  

You can sign up here: https://t.co/jRANOTeSOH",False,"[0, 234]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jRANOTeSOH', 'expanded_url': 'https://zoom.us/webinar/register/WN__ew-xc3CS6OGlyi4t-01FQ', 'display_url': 'zoom.us/webinar/regist…', 'indices': [211, 234]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,22,153,False,False,False,en,,
256,256,Thu Mar 12 16:11:36 +0000 2020,1238135564823670785,1238135564823670785,"Census2020 starts today! You can now self-report online at https://t.co/k2CilCap6t

Your response is confidential. Everyone should participate, regardless of status. The Census determines your community's representation and fed funding for the next 10 years! Let's #GetCountedNYC",False,"[0, 279]","{'hashtags': [{'text': 'GetCountedNYC', 'indices': [265, 279]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/k2CilCap6t', 'expanded_url': 'http://my2020census.gov', 'display_url': 'my2020census.gov', 'indices': [59, 82]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,331,677,False,False,False,en,,
257,257,Sun Mar 08 15:38:02 +0000 2020,1236677565391175680,1236677565391175680,"RT @NYCDisabilities: Here is what you need to know about the Coronavirus in American Sign Language: https://t.co/Op67uTgWpk

@NYCMayorsOffi…",False,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NYCDisabilities', 'name': 'NYC MOPD', 'id': 252687024, 'id_str': '252687024', 'indices': [3, 19]}], 'urls': [{'url': 'https://t.co/Op67uTgWpk', 'expanded_url': 'https://youtu.be/Uu7PRKGK1_s', 'display_url': 'youtu.be/Uu7PRKGK1_s', 'indices': [100, 123]}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,63,0,False,False,False,en,,
258,258,Fri Mar 06 15:47:25 +0000 2020,1235955152449871872,1235955152449871872,"Quick detection is critical to fighting COVID-19. That's why I'm joining other leaders in New York and calling on the CDC to make sure NYC and communities across the country have the number of testing kits they need. Right now, we don't have enough.",False,"[0, 249]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,189,1469,False,False,,en,,
259,259,Mon Mar 02 21:38:25 +0000 2020,1234593931532423169,1234593931532423169,President Trump is engaging in arms deals with Modi while his administration is ethnically cleansing the country’s religious minorities. We must not enable this rise in sectarian violence. https://t.co/WwUyf9cNCN,False,"[0, 212]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WwUyf9cNCN', 'expanded_url': 'https://www.theguardian.com/world/2020/mar/01/india-delhi-after-hindu-mob-riot-religious-hatred-nationalists', 'display_url': 'theguardian.com/world/2020/mar…', 'indices': [189, 212]}]}","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,"{'id': 1079104563280527364, 'id_str': '1079104563280527364', 'name': 'Rep. Alexandria Ocasio-Cortez', 'screen_name': 'RepAOC', 'location': 'Washington, DC', 'description': 'This account is maintained by federal staff to share services and legislation relevant to constituents of NY-14.', 'url': 'https://t.co/v2uqN2fOcQ', 'entities': {'url': {'urls': [{'url': 'https://t.co/v2uqN2fOcQ', 'expanded_url': 'https://ocasio-cortez.house.gov/', 'display_url': 'ocasio-cortez.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 320913, 'friends_count': 78, 'listed_count': 1459, 'created_at': 'Sat Dec 29 19:59:11 +0000 2018', 'favourites_count': 24, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246840907053371393/Y88ef3-c_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1079104563280527364/1593776403', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,9362,22093,False,False,False,en,,
